15145	0.000000	1.079904	2
14542	2.220173	0.615482	2
44732	6.690751	1.523105	3
35469	1.734478	1.269974	1
64351	7.547711	1.288142	1
9933	1.185825	1.594018	2
10883	3.074030	1.614819	2
11309	6.993705	0.150452	2
34302	9.027544	1.439441	3
12775	2.743257	0.426150	2
81779	12.319299	0.278308	1
24716	4.922862	1.262013	1
49024	13.329521	0.370046	3
14585	6.194237	1.643911	2
12043	2.164028	0.036412	2
73092	10.949188	0.580112	1
33860	9.352689	1.071740	3
49297	1.801693	1.019582	1
14402	0.000000	0.775153	2
5589	0.000000	0.206896	2
73749	9.773202	0.764757	1
12031	1.696326	1.679827	2
7840	8.517729	1.323481	2
8127	2.280766	1.631358	2
358	0.645129	1.506628	2
30561	11.837600	1.053061	3
47280	10.533491	0.297866	3
0	7.386471	1.105910	2
41463	10.547934	1.444915	3
32892	3.328006	0.016756	1
11135	6.379246	0.648754	2
25735	9.324702	0.331555	3
38056	10.255167	0.366789	3
11227	0.000000	1.606678	2
42155	9.508809	0.094019	3
17126	4.136257	0.134692	2
48392	10.997339	0.854870	3
29140	8.260900	1.007835	3
10901	0.221722	1.394348	2
57127	3.822178	1.045559	1
30612	8.461456	1.247489	3
59681	1.466340	1.240978	1
11382	0.000000	1.260330	2
37884	9.909432	0.470718	3
66054	7.308105	1.231993	1
74793	13.207446	1.512674	1
34332	12.261712	1.391260	3
46121	16.115952	1.660718	3
77561	10.493554	1.249435	1
15012	4.348604	1.192254	2
34020	9.035544	1.439604	3
24558	9.942510	1.481577	3
17221	2.192540	1.393732	2
27412	10.189823	1.069603	3
6880	3.550259	0.963124	2
47096	11.732471	0.826696	3
9877	7.117957	1.207944	2
81360	10.420039	1.549216	1
73058	14.773373	1.245682	1
32580	1.344787	0.657307	1
18850	8.622490	0.219734	3
49724	4.036164	1.603068	1
11551	3.876607	1.582125	2
40164	12.232774	0.297639	3
22540	10.229790	0.516639	3
21076	7.232392	0.253766	3
26714	12.624180	1.355022	3
47970	6.412232	1.161684	3
70259	13.380934	0.783672	1
41913	1.503219	1.528304	1
68266	6.373970	0.033074	1
22654	8.795274	1.185717	3
53472	4.106393	0.259436	1
9889	0.000000	0.080600	2
2827	3.057923	0.238291	2
38100	9.468310	0.306294	3
11340	5.822380	0.422605	2
8648	1.462931	0.008173	2
30765	9.022118	0.317059	3
55869	1.062692	0.027446	1
40013	9.005842	1.553810	3
7697	2.646498	1.336919	2
13139	1.127336	0.928307	2
46419	9.906835	0.747670	3
7249	0.774718	0.373235	2
43855	9.289247	0.111613	3
72001	9.502413	0.090604	1
19684	10.857118	1.542274	3
4519	1.775855	1.167263	2
43226	11.133840	0.155216	3
21984	9.595784	1.628734	3
30505	12.760474	0.734925	3
7889	1.757738	0.267827	2
27514	9.330413	0.282160	3
4299	5.947293	0.954620	2
1936	4.633048	1.070766	2
7350	5.450396	0.912949	2
34500	8.922677	0.011758	3
18315	7.254825	1.589123	3
12316	1.670522	0.800773	2
30233	7.869384	1.384513	3
50917	9.411255	0.548551	3
30895	8.214949	1.106509	3
41620	10.374449	0.297484	3
6485	0.000000	0.448757	2
26241	10.853962	0.209365	3
71121	11.388181	0.001835	1
13032	1.613426	0.628362	2
35818	10.504593	1.358657	3
68326	11.266788	1.369613	1
27512	2.309644	0.043374	1
65140	7.427858	1.177971	1
31301	4.374554	0.832923	1
10958	0.000000	1.575765	2
22920	1.843478	1.153329	1
45020	8.379721	0.866387	3
67573	11.114624	1.392319	1
25104	10.003196	0.075195	3
44969	10.452853	1.014839	3
15385	6.162496	1.674072	3
56120	2.566402	1.622831	1
57651	11.254627	0.551589	3
69984	5.946869	0.835380	1
74538	13.398556	0.630405	1
58021	3.843609	0.405422	1
4253	1.964527	0.128996	2
14560	4.528124	1.008161	2
